sp;gen;fam;Growth_Rings;Vessel_porosity;Vessel_arangement;Perforation_plates; Intervessel_pits_arregement;Mean_tangential_diameter_of_vessel_lumina;Ground_tissue_fibres;Septa_in_fibers;Fibre_wall_thickness;Parenchyma_Paratracheal;Type_of_parenchyma_banding;Ray_width;Rays_cellular_composition;list_meanMAP;list_meanMAT;list_meanTS;list_meanPDQ
Mabea_taquari;Mabea;EUPHORBIACEAE;1;2;3;0;2;2;0;1;2;1;2;0;3;1664.717934;20.99742953;269.8610763;170.9877031
Maburea_trinervis;Maburea;OLACACEAE;1;2;3;0;2;2;0;1;1;1;5;1;4;960.5588235;23.2877166;343.2170973;96.35294118
Macairea_spp.;Macairea;MELASTOMATACEAE;1;2;3;1;0;1;1;1;2;1;5;1;5;902.6428571;24.06273261;88.20324503;14.57142857
Macbrideina_peruviana;Macbrideina;RUBIACEAE;1;2;1;0;2;0;0;1;1;1;5;0;1;2611.909091;26.10803912;49.76604948;244.2727273
Machaonia_brasiliensis;Machaonia;RUBIACEAE;1;2;3;0;2;1;1;0;1;0;5;2;4;2337.55;26.56395359;39.92043819;276.875
Macleania_stricta;Macleania;ERICACEAE;1;2;3;0;2;0;1;1;2;1;5;1;4;874.5138889;20.83558432;173.52646;24.40277778
Maclura_tinctoria;Maclura;MORACEAE;1;2;3;0;2;3;0;1;1;1;0;1;4;2274.515152;25.97065747;60.09074115;228.1818182
Macoubea_guianensis;Macoubea;APOCYNACEAE;1;2;3;0;2;3;0;1;1;1;4;2;0;1330.386207;21.80919475;202.840326;124.0275862
Macrocnemum_roseum;Macrocnemum;RUBIACEAE;1;2;3;0;2;2;1;1;1;0;1;1;4;1706.895639;24.13297089;208.9147569;123.5046729
Magnolia_cubensis;Magnolia;MAGNOLIACEAE;1;2;3;0;2;1;1;0;1;0;5;1;4;2629.425287;24.62890331;72.00462297;185.7097701
Magnolia_minor;Magnolia;MAGNOLIACEAE;0;2;3;1;0;1;1;1;1;1;4;1;2;2667.636364;26.09583667;44.61947634;458.4545455
Magnolia_ovata;Magnolia;MAGNOLIACEAE;0;2;3;1;1;1;1;1;1;0;1;1;2;2369.310598;25.64656049;65.67834291;286.5183631
Magnolia_sambuensis;Magnolia;MAGNOLIACEAE;1;2;3;1;0;2;1;1;1;0;4;1;2;2421.78125;25.6421627;55.43685872;311.78125
Mahurea_exstipulata;Mahurea;CALOPHYLLACEAE;1;2;3;0;2;2;0;1;2;1;4;1;0;1664.717934;20.99742953;269.8610763;170.9877031
Mahurea_SPP.;Mahurea;CALOPHYLLACEAE;1;2;3;1;2;1;0;0;2;0;5;1;4;960.5588235;23.2877166;343.2170973;96.35294118
Maieta_guianensis;Maieta;MELASTOMATACEAE;1;2;3;2;2;1;0;0;1;0;5;1;4;902.6428571;24.06273261;88.20324503;14.57142857
Malmea_depressa;Malmea;ANNONACEAE;1;2;3;0;2;2;2;1;1;0;1;1;3;2611.909091;26.10803912;49.76604948;244.2727273
Malouetia_tamaquarina;Malouetia;APOCYNACEAE;1;2;3;0;2;0;1;1;2;0;1;2;2;2337.55;26.56395359;39.92043819;276.875
Malpighia_glabra;Malpighia;MALPIGHIACEAE;1;2;3;0;2;1;1;1;1;0;5;1;4;874.5138889;20.83558432;173.52646;24.40277778
Malpighia_infestissima;Malpighia;MALPIGHIACEAE;0;2;3;0;2;0;0;1;1;1;4;2;2;2274.515152;25.97065747;60.09074115;228.1818182
Malpighia_SP.;Malpighia;MALPIGHIACEAE;0;2;3;1;2;0;0;1;2;1;1;1;2;1330.386207;21.80919475;202.840326;124.0275862
Manihot_glaziovii;Manihot;EUPHORBIACEAE;0;1;3;0;2;3;0;0;2;1;4;1;5;1706.895639;24.13297089;208.9147569;123.5046729
Manilkara_bidentata;Manilkara;SAPOTACEAE;1;2;3;0;2;2;0;1;0;1;1;1;4;2629.425287;24.62890331;72.00462297;185.7097701
Manilkara_chicle;Manilkara;SAPOTACEAE;1;2;1;0;2;2;0;1;2;0;1;1;4;2667.636364;26.09583667;44.61947634;458.4545455
Manilkara_huberi;Manilkara;SAPOTACEAE;1;2;1;0;2;1;0;1;2;0;1;1;4;2369.310598;25.64656049;65.67834291;286.5183631
Manilkara_jaimiqui;Manilkara;SAPOTACEAE;1;2;1;0;2;2;0;1;2;0;2;1;4;2421.78125;25.6421627;55.43685872;311.78125
Mansoa_alliacea;Mansoa;BIGNONIACEAE;1;2;3;0;2;2;0;1;2;0;5;1;4;1664.717934;20.99742953;269.8610763;170.9877031
Mansoa_difficilis;Mansoa;BIGNONIACEAE;0;2;1;0;2;3;0;0;1;1;5;2;3;960.5588235;23.2877166;343.2170973;96.35294118
Maquira_coriacea;Maquira;MORACEAE;1;2;3;0;2;2;0;1;1;0;1;1;4;902.6428571;24.06273261;88.20324503;14.57142857
Maquira_sclerophylla;Maquira;MORACEAE;1;2;3;0;2;2;0;1;1;1;5;2;2;2611.909091;26.10803912;49.76604948;244.2727273
Maquira_SPP.;Maquira;MORACEAE;1;2;1;0;2;2;0;1;1;1;1;2;2;2337.55;26.56395359;39.92043819;276.875
Marcetia_taxifolia;Marcetia;MELASTOMATACEAE;1;2;3;0;2;2;0;0;1;1;5;2;2;874.5138889;20.83558432;173.52646;24.40277778
Marcgravia_rectiflora;Marcgravia;MARCGRAVIACEAE;1;2;3;0;1;0;0;1;1;1;5;0;1;2274.515152;25.97065747;60.09074115;228.1818182
Marcgraviastrum_mixtum;Marcgraviastrum;MARCGRAVIACEAE;1;2;3;0;2;2;0;0;1;1;5;3;1;1330.386207;21.80919475;202.840326;124.0275862
Margaritaria_nobilis;Margaritaria;PHYLLANTHACEAE;1;2;3;0;2;2;0;0;1;1;5;2;1;1706.895639;24.13297089;208.9147569;123.5046729
Marila_grandiflora;Marila;CALOPHYLLACEAE;1;2;3;0;2;2;0;1;1;0;5;1;3;2629.425287;24.62890331;72.00462297;185.7097701
Marila_SPP.;Marila;CALOPHYLLACEAE;1;2;3;1;2;1;2;1;1;0;5;2;4;2667.636364;26.09583667;44.61947634;458.4545455
Marlierea_montana;Marlierea;MYRTACEAE;1;2;3;1;2;1;0;1;1;0;5;2;4;2369.310598;25.64656049;65.67834291;286.5183631
Martinella_obovata;Martinella;BIGNONIACEAE;1;2;3;0;2;2;0;1;2;0;1;1;4;2421.78125;25.6421627;55.43685872;311.78125
Matayba_guianensis;Matayba;SAPINDACEAE;0;2;3;0;2;3;0;0;1;1;4;2;5;1664.717934;20.99742953;269.8610763;170.9877031
Matayba_opaca;Matayba;SAPINDACEAE;1;2;3;0;2;1;0;0;1;1;5;1;2;960.5588235;23.2877166;343.2170973;96.35294118
Matayba_scrobiculata;Matayba;SAPINDACEAE;1;2;3;0;2;2;0;1;1;1;5;0;0;902.6428571;24.06273261;88.20324503;14.57142857
Matayba_SPP.;Matayba;SAPINDACEAE;0;2;3;0;2;2;0;0;1;1;5;0;2;2611.909091;26.10803912;49.76604948;244.2727273
Mauria_heterophylla;Mauria;ANACARDIACEAE;0;2;3;0;2;1;0;1;1;1;5;0;4;2337.55;26.56395359;39.92043819;276.875
Mauria_SPP.;Mauria;ANACARDIACEAE;1;2;3;0;2;2;0;1;1;1;5;1;3;874.5138889;20.83558432;173.52646;24.40277778
Maytenus_boaria;Maytenus;CELASTRACEAE;1;2;3;0;2;0;1;0;0;0;5;2;4;2274.515152;25.97065747;60.09074115;228.1818182
Maytenus_obtusifolia;Maytenus;CELASTRACEAE;1;2;3;0;2;1;1;1;2;0;1;1;3;1330.386207;21.80919475;202.840326;124.0275862
Maytenus_octogona;Maytenus;CELASTRACEAE;1;2;3;0;2;1;2;1;2;0;5;2;4;1706.895639;24.13297089;208.9147569;123.5046729
Maytenus_SPP.;Maytenus;CELASTRACEAE;1;2;3;0;2;0;2;0;2;0;5;0;1;2629.425287;24.62890331;72.00462297;185.7097701
Maytenus_texana;Maytenus;CELASTRACEAE;1;2;3;0;2;1;2;1;2;0;5;1;3;2667.636364;26.09583667;44.61947634;458.4545455
Mcvaughia_sergipana;Mcvaughia;MALPIGHIACEAE;0;1;3;0;2;0;2;1;1;0;5;1;3;2369.310598;25.64656049;65.67834291;286.5183631
Mecranium_amygdalinum;Mecranium;MELASTOMATACEAE;0;2;3;0;2;0;0;1;2;1;4;1;5;2421.78125;25.6421627;55.43685872;311.78125
Melicoccus_SPP.;Melicoccus;SAPINDACEAE;1;2;3;0;2;2;0;1;1;1;5;0;1;1664.717934;20.99742953;269.8610763;170.9877031
Meliosma_allenii;Meliosma;SABIACEAE;1;2;3;0;2;2;0;0;1;1;0;1;0;960.5588235;23.2877166;343.2170973;96.35294118
Meliosma_dentata;Meliosma;SABIACEAE;1;2;3;1;2;2;0;0;1;1;5;2;5;902.6428571;24.06273261;88.20324503;14.57142857
Meliosma_glabrata;Meliosma;SABIACEAE;0;2;3;1;2;2;0;1;1;1;5;1;4;2611.909091;26.10803912;49.76604948;244.2727273
Meliosma_herbertii;Meliosma;SABIACEAE;1;2;3;2;2;1;0;1;0;1;5;2;1;2337.55;26.56395359;39.92043819;276.875
Meliosma_sinuata;Meliosma;SABIACEAE;1;2;3;2;2;2;0;1;1;1;5;1;5;874.5138889;20.83558432;173.52646;24.40277778
Menodora_SPP.;Menodora;OLEACEAE;0;2;3;1;2;1;1;1;1;1;5;2;2;2274.515152;25.97065747;60.09074115;228.1818182
Meriania_robusta;Meriania;MELASTOMATACEAE;0;2;3;0;2;0;1;1;2;1;4;1;1;1330.386207;21.80919475;202.840326;124.0275862
Meriania_SPP.;Meriania;MELASTOMATACEAE;1;2;3;0;2;1;0;1;1;1;5;1;1;1706.895639;24.13297089;208.9147569;123.5046729
Meriania_urceolata;Meriania;MELASTOMATACEAE;1;2;3;0;1;2;0;1;1;1;5;0;0;2629.425287;24.62890331;72.00462297;185.7097701
Metopium_brownei;Metopium;ANACARDIACEAE;1;2;3;0;2;2;0;1;1;1;0;0;0;2667.636364;26.09583667;44.61947634;458.4545455
Metopium_toxiferum;Metopium;ANACARDIACEAE;1;2;1;0;2;1;0;1;1;1;4;1;2;2369.310598;25.64656049;65.67834291;286.5183631
Metteniusa_cf.;Metteniusa;METTENIUSACEAE;1;2;3;0;2;1;0;1;1;1;3;1;2;2421.78125;25.6421627;55.43685872;311.78125
Metteniusa_nucifera;Metteniusa;METTENIUSACEAE;1;2;3;1;2;1;1;1;1;1;1;2;5;1664.717934;20.99742953;269.8610763;170.9877031
Miconia_albicans;Miconia;MELASTOMATACEAE;1;2;3;0;2;2;0;1;2;1;5;1;3;960.5588235;23.2877166;343.2170973;96.35294118
Miconia_amazonica;Miconia;MELASTOMATACEAE;1;2;3;0;2;1;2;0;1;1;5;0;1;902.6428571;24.06273261;88.20324503;14.57142857
Miconia_calvescens;Miconia;MELASTOMATACEAE;1;2;3;0;2;1;2;0;1;1;5;1;1;2611.909091;26.10803912;49.76604948;244.2727273
Miconia_cinnamomifolia;Miconia;MELASTOMATACEAE;1;2;3;0;2;1;0;0;1;1;5;0;1;2337.55;26.56395359;39.92043819;276.875
Miconia_glaberrima;Miconia;MELASTOMATACEAE;1;2;3;0;2;2;0;0;1;1;5;1;2;874.5138889;20.83558432;173.52646;24.40277778
Miconia_lepidota;Miconia;MELASTOMATACEAE;1;2;3;0;2;1;0;0;0;1;5;0;5;2274.515152;25.97065747;60.09074115;228.1818182
Miconia_ligustroides;Miconia;MELASTOMATACEAE;1;2;3;0;2;2;0;0;2;0;1;0;1;1330.386207;21.80919475;202.840326;124.0275862
Miconia_longifolia;Miconia;MELASTOMATACEAE;0;2;3;0;2;1;2;0;0;1;5;1;1;1706.895639;24.13297089;208.9147569;123.5046729
Miconia_minutiflora;Miconia;MELASTOMATACEAE;1;2;3;0;2;1;0;0;2;1;5;0;3;2629.425287;24.62890331;72.00462297;185.7097701
Miconia_mirabilis;Miconia;MELASTOMATACEAE;1;2;3;0;2;2;0;0;2;1;5;0;2;2667.636364;26.09583667;44.61947634;458.4545455
Miconia_poeppigii;Miconia;MELASTOMATACEAE;0;2;3;0;2;2;2;1;1;1;5;1;1;2369.310598;25.64656049;65.67834291;286.5183631
Miconia_rimalis;Miconia;MELASTOMATACEAE;1;2;3;0;2;2;0;0;1;1;5;1;1;2421.78125;25.6421627;55.43685872;311.78125
Miconia_rubiginosa;Miconia;MELASTOMATACEAE;1;2;3;0;2;2;2;0;1;1;5;1;5;1664.717934;20.99742953;269.8610763;170.9877031
Miconia_sellowiana;Miconia;MELASTOMATACEAE;1;2;3;0;2;1;0;0;1;1;5;1;5;960.5588235;23.2877166;343.2170973;96.35294118
Miconia_theizans;Miconia;MELASTOMATACEAE;0;2;3;0;2;0;0;0;1;1;5;1;1;902.6428571;24.06273261;88.20324503;14.57142857
Micrandra_inundata;Micrandra;EUPHORBIACEAE;1;2;3;0;2;1;2;0;1;1;5;1;1;2611.909091;26.10803912;49.76604948;244.2727273
Micrandra_rossiana;Micrandra;EUPHORBIACEAE;0;2;3;0;2;2;1;1;0;0;1;1;1;2337.55;26.56395359;39.92043819;276.875
Micrandra_SP.;Micrandra;EUPHORBIACEAE;1;2;3;0;2;3;0;0;1;0;2;1;4;874.5138889;20.83558432;173.52646;24.40277778
Micrandra_spruceana;Micrandra;EUPHORBIACEAE;1;2;3;0;2;3;0;1;1;0;2;1;4;2274.515152;25.97065747;60.09074115;228.1818182
Microlepis_oleifolia;Microlepis;MELASTOMATACEAE;1;2;3;0;2;3;0;1;2;0;1;1;4;1330.386207;21.80919475;202.840326;124.0275862
Micropholis_egensis;Micropholis;SAPOTACEAE;0;2;3;0;2;1;#¡REF!;0;1;1;5;2;5;1706.895639;24.13297089;208.9147569;123.5046729
Micropholis_melinoniana;Micropholis;SAPOTACEAE;1;2;1;0;2;2;0;1;2;0;2;1;4;2629.425287;24.62890331;72.00462297;185.7097701
Micropholis_SPP.;Micropholis;SAPOTACEAE;1;2;3;0;2;2;0;1;1;0;2;1;4;2667.636364;26.09583667;44.61947634;458.4545455
Minquartia_guianensis;Minquartia;OLACACEAE;1;2;3;0;2;2;0;1;2;1;5;2;0;2369.310598;25.64656049;65.67834291;286.5183631
Mollinedia_gilgiana;Mollinedia;MONIMIACEAE;1;2;3;1;2;2;0;1;2;0;1;1;4;2421.78125;25.6421627;55.43685872;311.78125
Mollinedia_glabra;Mollinedia;MONIMIACEAE;1;2;3;1;0;0;2;1;1;1;5;1;3;1664.717934;20.99742953;269.8610763;170.9877031
Mollinedia_glaziovianai;Mollinedia;MONIMIACEAE;1;2;3;1;0;1;1;1;1;0;5;2;4;960.5588235;23.2877166;343.2170973;96.35294118
Mollinedia_marliae;Mollinedia;MONIMIACEAE;1;2;3;1;0;0;1;0;1;0;5;2;3;902.6428571;24.06273261;88.20324503;14.57142857
Mollinedia_viridiflora;Mollinedia;MONIMIACEAE;1;2;3;1;1;1;1;0;1;0;5;3;2;2611.909091;26.10803912;49.76604948;244.2727273
Morella_cerifera;Morella;MYRICACEAE;1;2;3;1;0;1;2;0;1;1;5;2;1;2337.55;26.56395359;39.92043819;276.875
Morella_pubescens;Morella;MYRICACEAE;1;2;3;1;1;1;1;1;1;0;5;1;2;874.5138889;20.83558432;173.52646;24.40277778
Morinda_debilis;Morinda;RUBIACEAE;0;1;3;1;1;0;2;1;2;0;5;2;3;2274.515152;25.97065747;60.09074115;228.1818182
Morinda_panamensis;Morinda;RUBIACEAE;1;2;3;1;2;1;1;1;1;0;5;1;3;1330.386207;21.80919475;202.840326;124.0275862
Mosquitoxylum_jamaicense;Mosquitoxylum;ANACARDIACEAE;1;2;3;0;2;3;0;1;2;0;0;1;0;1706.895639;24.13297089;208.9147569;123.5046729
Mouriri_acutiflora;Mouriri;MELASTOMATACEAE;0;0;3;0;2;0;2;1;2;1;5;1;2;2629.425287;24.62890331;72.00462297;185.7097701
Mouriri_barinensis;Mouriri;MELASTOMATACEAE;1;2;3;0;2;2;0;1;1;1;5;1;4;2667.636364;26.09583667;44.61947634;458.4545455
Mouriri_chamissoana;Mouriri;MELASTOMATACEAE;1;2;3;0;2;1;1;1;2;1;0;0;5;2369.310598;25.64656049;65.67834291;286.5183631
Mouriri_huberi;Mouriri;MELASTOMATACEAE;1;2;3;0;2;2;2;1;2;1;5;1;1;2421.78125;25.6421627;55.43685872;311.78125
Mouriri_SPP.;Mouriri;MELASTOMATACEAE;1;2;3;0;2;1;0;1;1;1;5;0;1;1664.717934;20.99742953;269.8610763;170.9877031
Myrcia_aff.;Myrcia;MYRTACEAE;0;2;3;0;2;1;0;1;1;1;5;1;2;960.5588235;23.2877166;343.2170973;96.35294118
Myrcia_amazonica;Myrcia;MYRTACEAE;1;2;3;0;2;2;0;0;2;1;5;1;3;902.6428571;24.06273261;88.20324503;14.57142857
Myrcia_guianensis;Myrcia;MYRTACEAE;1;2;3;0;2;2;1;1;2;1;1;1;3;2611.909091;26.10803912;49.76604948;244.2727273
Myrcia_minutiflora;Myrcia;MYRTACEAE;1;2;3;0;2;1;2;1;1;0;5;1;2;2337.55;26.56395359;39.92043819;276.875
Myrcia_oerstediana;Myrcia;MYRTACEAE;1;2;3;0;2;1;2;1;1;0;5;2;4;874.5138889;20.83558432;173.52646;24.40277778
Myrcia_pubipetala;Myrcia;MYRTACEAE;0;2;1;0;2;1;1;1;1;0;5;2;4;2274.515152;25.97065747;60.09074115;228.1818182
Myrcia_spp.;Myrcia;MYRTACEAE;1;2;1;0;2;2;1;1;2;0;5;1;4;1330.386207;21.80919475;202.840326;124.0275862
Myrcianthes_pungens;Myrcianthes;MYRTACEAE;1;2;3;0;2;2;1;1;2;0;5;2;4;1706.895639;24.13297089;208.9147569;123.5046729
Myrciaria_floribunda;Myrciaria;MYRTACEAE;0;2;3;0;2;0;1;1;1;1;5;1;2;2629.425287;24.62890331;72.00462297;185.7097701
Myriocarpa_obovata;Myriocarpa;URTICACEAE;1;2;1;0;2;1;1;1;1;1;5;1;4;2667.636364;26.09583667;44.61947634;458.4545455
Myriocarpa_yzabalensis;Myriocarpa;URTICACEAE;1;2;3;0;2;1;0;0;2;1;5;0;5;2369.310598;25.64656049;65.67834291;286.5183631
Naucleopsis_concinna;Naucleopsis;MORACEAE;1;2;3;0;2;1;0;0;1;1;5;2;3;2421.78125;25.6421627;55.43685872;311.78125
Naucleopsis_SPP.;Naucleopsis;MORACEAE;1;2;3;0;2;1;0;1;2;1;5;2;3;1664.717934;20.99742953;269.8610763;170.9877031
Nealchornea_yapurensis;Nealchornea;EUPHORBIACEAE;1;2;1;0;2;1;0;0;1;1;4;1;4;960.5588235;23.2877166;343.2170973;96.35294118
Nectandra_ambigens;Nectandra;LAURACEAE;1;2;3;0;2;0;0;0;1;1;5;0;1;902.6428571;24.06273261;88.20324503;14.57142857
Nectandra_coriacea;Nectandra;LAURACEAE;1;2;3;0;2;2;0;0;1;1;5;2;3;2611.909091;26.10803912;49.76604948;244.2727273
Nectandra_globosa;Nectandra;LAURACEAE;0;2;3;0;2;1;0;0;1;1;5;1;2;2337.55;26.56395359;39.92043819;276.875
Nectandra_leucantha;Nectandra;LAURACEAE;0;2;3;0;2;3;0;0;1;1;5;2;2;874.5138889;20.83558432;173.52646;24.40277778
Nectandra_puberula;Nectandra;LAURACEAE;0;2;3;0;2;1;0;0;1;1;5;1;2;2274.515152;25.97065747;60.09074115;228.1818182
Nectandra_reticulata;Nectandra;LAURACEAE;1;2;3;0;2;2;0;0;1;1;5;1;2;1330.386207;21.80919475;202.840326;124.0275862
Nectandra_salicifolia;Nectandra;LAURACEAE;1;2;3;0;2;2;0;0;1;1;5;1;2;1706.895639;24.13297089;208.9147569;123.5046729
Nectandra_sanguinea;Nectandra;LAURACEAE;1;2;3;0;2;2;0;0;1;1;5;1;3;2629.425287;24.62890331;72.00462297;185.7097701
Neea_amplifolia;Neea;NYCTAGINACEAE;0;2;3;1;2;2;0;0;1;1;5;1;2;2667.636364;26.09583667;44.61947634;458.4545455
Neea_divaricata;Neea;NYCTAGINACEAE;1;2;3;0;2;1;2;1;1;1;5;0;3;2369.310598;25.64656049;65.67834291;286.5183631
Neea_floribunda;Neea;NYCTAGINACEAE;1;2;1;0;2;1;2;1;1;1;5;0;2;2421.78125;25.6421627;55.43685872;311.78125
Neea_krukovii;Neea;NYCTAGINACEAE;1;2;1;0;2;1;0;1;2;1;4;0;3;1664.717934;20.99742953;269.8610763;170.9877031
Neea_madeirana;Neea;NYCTAGINACEAE;1;2;1;0;2;1;2;1;2;1;4;0;2;960.5588235;23.2877166;343.2170973;96.35294118
Nepsera_aquatica;Nepsera;MELASTOMATACEAE;1;2;3;0;2;0;0;1;2;1;5;0;1;902.6428571;24.06273261;88.20324503;14.57142857
Nicotiana_raimondii;Nicotiana;SOLANACEAE;1;2;3;0;2;0;0;1;1;1;5;1;5;2611.909091;26.10803912;49.76604948;244.2727273
Ochoterenaea_columbiana;Ochoterenaea;ANACARDIACEAE;1;2;3;0;2;3;0;0;1;1;5;2;4;2337.55;26.56395359;39.92043819;276.875
Ochthocosmus_barrae;Ochthocosmus;IXONANTHACEAE;1;2;3;0;2;2;0;1;1;1;5;1;2;874.5138889;20.83558432;173.52646;24.40277778
Ocotea_aciphylla;Ocotea;LAURACEAE;1;2;3;0;2;2;0;1;2;1;2;1;3;2274.515152;25.97065747;60.09074115;228.1818182
Ocotea_canaliculata;Ocotea;LAURACEAE;0;2;3;0;2;1;0;0;1;1;5;1;2;1330.386207;21.80919475;202.840326;124.0275862
Ocotea_catharinensis;Ocotea;LAURACEAE;1;2;3;0;2;2;0;0;1;1;5;1;2;1706.895639;24.13297089;208.9147569;123.5046729
Ocotea_corymbosa;Ocotea;LAURACEAE;0;2;3;1;2;1;0;0;1;1;5;1;3;2629.425287;24.62890331;72.00462297;185.7097701
Ocotea_curucutuensis;Ocotea;LAURACEAE;1;2;3;0;2;1;2;0;1;1;5;1;2;2667.636364;26.09583667;44.61947634;458.4545455
Ocotea_dendrodaphne;Ocotea;LAURACEAE;0;2;3;0;2;2;0;0;1;1;5;1;2;2369.310598;25.64656049;65.67834291;286.5183631
Ocotea_diospyrifolia;Ocotea;LAURACEAE;1;2;3;0;2;2;0;0;1;1;5;2;3;2421.78125;25.6421627;55.43685872;311.78125
Ocotea_guianensis;Ocotea;LAURACEAE;1;2;3;0;2;2;0;0;1;1;5;1;2;1664.717934;20.99742953;269.8610763;170.9877031
Ocotea_indecora;Ocotea;LAURACEAE;1;2;3;0;2;2;0;0;1;1;5;1;2;960.5588235;23.2877166;343.2170973;96.35294118
Ocotea_odorifera;Ocotea;LAURACEAE;0;2;3;0;2;1;0;0;1;1;5;1;2;902.6428571;24.06273261;88.20324503;14.57142857
Ocotea_porosa;Ocotea;LAURACEAE;0;2;3;0;2;1;0;1;1;1;5;1;3;2611.909091;26.10803912;49.76604948;244.2727273
Ocotea_puberula;Ocotea;LAURACEAE;0;2;3;0;2;1;0;0;0;1;5;1;2;2337.55;26.56395359;39.92043819;276.875
Ocotea_pulchella;Ocotea;LAURACEAE;1;2;3;0;2;2;0;1;1;1;5;1;2;874.5138889;20.83558432;173.52646;24.40277778
Ocotea_schomburgkiana;Ocotea;LAURACEAE;0;2;3;0;2;1;0;0;1;1;5;1;2;2274.515152;25.97065747;60.09074115;228.1818182
Ocotea_splendens;Ocotea;LAURACEAE;1;2;3;0;2;2;0;0;0;1;5;1;3;1330.386207;21.80919475;202.840326;124.0275862
Ocotea_tomentella;Ocotea;LAURACEAE;1;2;3;0;2;2;0;0;1;1;5;1;3;1706.895639;24.13297089;208.9147569;123.5046729
Odontadenia_macrantha;Odontadenia;APOCYNACEAE;1;2;3;0;2;2;0;0;1;1;5;1;2;2629.425287;24.62890331;72.00462297;185.7097701
Oecopetalum_mexicanum;Oecopetalum;ICACINACEAE;1;2;3;0;2;1;0;0;1;0;5;1;4;2667.636364;26.09583667;44.61947634;458.4545455
Omphalea_oleifera;Omphalea;EUPHORBIACEAE;1;2;3;0;2;2;1;1;1;0;5;2;4;2369.310598;25.64656049;65.67834291;286.5183631
Ophiocaryon_manausense;Ophiocaryon;SABIACEAE;1;2;3;0;2;2;0;1;2;0;3;2;2;2421.78125;25.6421627;55.43685872;311.78125
Oreocallis_grandiflora;Oreocallis;PROTEACEAE;1;1;3;0;2;0;0;0;1;1;5;2;5;1664.717934;20.99742953;269.8610763;170.9877031
Oreomunnea_pterocarpa;Oreomunnea;JUGLANDACEAE;1;2;0;0;2;0;1;1;1;0;1;3;2;960.5588235;23.2877166;343.2170973;96.35294118
Oreopanax_peltatus;Oreopanax;ARALIACEAE;1;2;1;0;2;2;0;1;1;0;1;1;2;902.6428571;24.06273261;88.20324503;14.57142857
Oreopanax_SPP.;Oreopanax;ARALIACEAE;1;2;3;0;0;1;0;1;0;1;5;2;3;2611.909091;26.10803912;49.76604948;244.2727273
Oreopanax_xalapense;Oreopanax;ARALIACEAE;1;2;3;1;1;1;0;0;0;0;5;2;3;2337.55;26.56395359;39.92043819;276.875
Orthion_oblanceolatum;Orthion;VIOLACEAE;1;2;1;1;2;1;0;1;0;1;5;2;5;874.5138889;20.83558432;173.52646;24.40277778
Orthopterygium_huaucui;Orthopterygium;ANACARDIACEAE;1;2;3;0;2;2;0;1;2;1;1;2;3;2274.515152;25.97065747;60.09074115;228.1818182
Osmanthus_americanus;Osmanthus;OLEACEAE;1;2;3;0;2;1;0;0;1;1;5;0;3;1330.386207;21.80919475;202.840326;124.0275862
Ossaea_laxivenula;Ossaea;MELASTOMATACEAE;0;2;2;0;2;0;0;1;1;1;4;1;2;1706.895639;24.13297089;208.9147569;123.5046729
Ossaea_micrantha;Ossaea;MELASTOMATACEAE;1;2;3;0;2;0;0;0;1;1;5;0;1;2629.425287;24.62890331;72.00462297;185.7097701
Ostrya_virginiana;Ostrya;BETULACEAE;0;2;3;1;2;1;0;1;1;0;4;1;0;2667.636364;26.09583667;44.61947634;458.4545455
Otoba_SP.;Otoba;MYRISTICACEAE;0;2;1;0;2;1;0;1;1;0;1;1;2;2369.310598;25.64656049;65.67834291;286.5183631
Ottoschulzia_pallida;Ottoschulzia;ICACINACEAE;1;2;0;1;2;1;2;1;1;0;1;3;4;2421.78125;25.6421627;55.43685872;311.78125
Ouratea_castaneaefolia;Ouratea;OCHNACEAE;1;2;3;1;1;1;2;1;1;1;5;3;5;1664.717934;20.99742953;269.8610763;170.9877031
Ouratea_spectabilis;Ouratea;OCHNACEAE;1;2;3;0;2;2;1;1;2;1;5;1;4;960.5588235;23.2877166;343.2170973;96.35294118
Oxandra_asbeckii;Oxandra;ANNONACEAE;1;2;3;0;2;1;2;1;1;1;5;2;5;902.6428571;24.06273261;88.20324503;14.57142857
Oxandra_lanceolata;Oxandra;ANNONACEAE;1;2;3;0;2;1;0;1;2;0;2;1;3;2611.909091;26.10803912;49.76604948;244.2727273
Oxandra_riedeliana;Oxandra;ANNONACEAE;1;2;3;0;2;0;2;1;2;0;3;2;3;2337.55;26.56395359;39.92043819;276.875
Oxandra_venezuela;Oxandra;ANNONACEAE;1;2;3;0;2;2;0;1;1;0;1;2;3;874.5138889;20.83558432;173.52646;24.40277778
Pachyanthus_cubensis;Pachyanthus;MELASTOMATACEAE;0;2;3;0;2;1;0;1;1;0;1;3;0;2274.515152;25.97065747;60.09074115;228.1818182
Pachycormus_discolor;Pachycormus;ANACARDIACEAE;1;2;3;0;2;1;0;0;1;1;5;0;3;1330.386207;21.80919475;202.840326;124.0275862
Pachyloma_huberioides;Pachyloma;MELASTOMATACEAE;0;2;3;0;2;1;0;1;1;1;5;2;2;1706.895639;24.13297089;208.9147569;123.5046729
Pagamea_capitata;Pagamea;RUBIACEAE;1;2;1;0;2;2;0;0;1;1;5;1;5;2629.425287;24.62890331;72.00462297;185.7097701
